Serial, mut_t1, mut_t2, mut_t4, mut_t8, rw_t1, rw_t2, rw_t4, rw_t8
9252, 7453, 16749, 16497, 20218, 16901, 8867, 6577, 8378
15149, 9440, 17520, 16990, 17596, 11422, 6646, 7574, 7086
8913, 7385, 16625, 15378, 19068, 9062, 9716, 6559, 7952
8566, 7640, 18184, 16643, 19142, 8768, 8970, 6528, 8403
9190, 7902, 17989, 17789, 20363, 9017, 8164, 6436, 8038
11223, 15863, 20240, 22916, 20241, 18455, 10720, 8309, 7436
12012, 12475, 16631, 16562, 16330, 10323, 7152, 8266, 6990
9266, 9086, 16351, 17032, 17638, 10058, 6756, 8056, 6966
11618, 9390, 16506, 17589, 17170, 9387, 6676, 8144, 7036
9655, 8857, 16123, 16515, 17655, 8770, 6629, 6593, 6890
10301, 7844, 15982, 15557, 69329, 21792, 8673, 6729, 8530
7832, 7818, 16181, 16823, 15283, 10072, 8277, 6761, 9441
7413, 12068, 15652, 16265, 16900, 9852, 9562, 7557, 8401
8922, 7829, 18794, 16896, 17027, 8483, 7596, 7384, 10791
9290, 10126, 14951, 17474, 19634, 10268, 6767, 7540, 7179
12504, 9725, 17068, 15979, 18305, 21756, 6705, 7179, 8127
10026, 12137, 16990, 17391, 17246, 13999, 10729, 6995, 10196
9303, 18443, 18906, 17214, 16034, 8895, 7598, 7371, 8210
7264, 9651, 15396, 16212, 16687, 10400, 6793, 7458, 7110
10488, 8869, 16356, 17339, 17091, 10481, 6755, 7096, 6866
9068, 9634, 15176, 19251, 18018, 10318, 6766, 7797, 6732
8771, 7976, 16220, 18852, 16745, 8801, 7936, 6886, 7061
9039, 7224, 16359, 15822, 16697, 12672, 10360, 9744, 26862
8464, 10114, 17726, 21401, 19009, 9844, 8011, 8206, 6649
8810, 8143, 16962, 16036, 16642, 9820, 8119, 6859, 7713
8499, 7736, 17300, 15915, 18198, 9726, 10732, 8834, 7278
9232, 9826, 16007, 17400, 17405, 10483, 6859, 7884, 7188
9796, 9076, 14754, 17648, 16951, 8614, 7101, 8415, 7539
10139, 7699, 15655, 16147, 18407, 8635, 7645, 7248, 8286
7709, 8896, 17375, 17857, 17241, 9947, 7053, 7682, 7015
9189, 8856, 15647, 17106, 18252, 11226, 6616, 7156, 6847
10061, 7654, 15740, 14772, 16931, 8895, 7739, 6550, 20263
7157, 8056, 16378, 16083, 18698, 9894, 12335, 8252, 7803
9604, 8368, 15290, 16296, 49827, 37328, 11404, 7833, 8545
9316, 8788, 15178, 15178, 15969, 9315, 8049, 6768, 8224
7085, 7374, 16730, 17438, 21368, 9696, 6835, 7162, 7277
8262, 8149, 16658, 15901, 17467, 9117, 9426, 7993, 7038
9074, 8301, 16417, 15071, 16910, 8574, 8456, 7120, 7672
9546, 7281, 15888, 15341, 16021, 11892, 7482, 7049, 9740
7183, 7307, 16322, 15205, 18869, 10281, 6832, 7296, 8162
6999, 9345, 15982, 20268, 21535, 9305, 10062, 8708, 7559
9272, 9898, 22792, 26137, 20737, 11531, 9094, 8458, 15758
9699, 15420, 35934, 33180, 36694, 53420, 15570, 17531, 13116
8724, 12068, 24481, 28384, 25875, 11937, 13484, 9026, 15640
17061, 16744, 24150, 21445, 24547, 14473, 16909, 13059, 10672
18892, 12636, 23350, 38000, 31050, 26229, 14930, 11300, 49848
12173, 9848, 24609, 32291, 21435, 12848, 8743, 10008, 38152
18864, 7968, 20790, 17304, 18934, 14218, 9552, 7913, 9453
11851, 9195, 22305, 21453, 20151, 11188, 8010, 11199, 10284
7884, 11152, 19973, 19767, 18352, 16481, 8725, 8027, 8231
8596, 8253, 20895, 19731, 17021, 13335, 11022, 8632, 9371
10261, 8351, 17881, 21158, 18390, 10390, 7075, 8815, 9049
7639, 10629, 21250, 19642, 18873, 13402, 9044, 9087, 11612
19419, 19718, 27863, 24628, 20636, 18629, 11523, 10685, 9577
8681, 10032, 25912, 25315, 23230, 15139, 10465, 7504, 8973
15557, 11296, 25925, 21395, 25637, 12201, 12841, 8669, 28214
21060, 22001, 32155, 30384, 29523, 20808, 13776, 10141, 8414
9546, 14639, 27031, 28804, 23326, 23434, 10358, 9014, 9675
20020, 21964, 33715, 37049, 46897, 63527, 30485, 30734, 15234
23024, 8249, 21014, 40616, 36566, 43323, 19787, 13092, 17574
31746, 28240, 32610, 34017, 28023, 23244, 17738, 14534, 16625
40729, 62890, 48261, 39341, 36317, 17154, 32632, 18937, 15527
37394, 44885, 167321, 52254, 57577, 52688, 10365, 8053, 19090
48962, 35446, 54737, 37523, 39799, 23264, 40200, 22968, 14168
40212, 49484, 57160, 34242, 38251, 48913, 27112, 16674, 46594
27062, 21409, 26560, 26613, 30451, 27446, 25401, 21106, 9697
21309, 22416, 38574, 35263, 27917, 9285, 7914, 7970, 66324
46618, 104382, 31842, 63079, 65714, 48485, 19563, 15511, 14080
21072, 30789, 41508, 39705, 40268, 47651, 22554, 13075, 59604
34198, 40715, 46440, 49507, 44892, 56084, 26366, 18652, 31114
41633, 45465, 42922, 28194, 36807, 49436, 25743, 13016, 12252
36629, 26887, 32229, 34157, 32432, 21378, 14727, 11310, 14809
13866, 13762, 21445, 23429, 17668, 10541, 7074, 7619, 8827
7672, 9093, 16038, 16684, 17822, 10646, 7597, 8312, 8765
7634, 9605, 26049, 25293, 22339, 11536, 8866, 9558, 8465
8812, 9892, 20561, 19238, 22264, 11453, 8128, 10167, 10509
8828, 9459, 19062, 21987, 18006, 12575, 9248, 8606, 9224
11998, 13741, 20913, 21817, 24455, 11490, 10067, 8451, 9756
12503, 15071, 26394, 28985, 23433, 13053, 17199, 9333, 11864
12182, 10336, 19899, 19557, 18666, 10506, 9662, 8888, 8186
12025, 11199, 21767, 23455, 19421, 12072, 9177, 8881, 12299
11331, 11105, 21339, 19984, 19985, 11171, 10286, 9398, 8088
9917, 11206, 20991, 20621, 19986, 21636, 11023, 9303, 9896
11108, 11863, 19368, 19699, 24042, 13255, 8666, 8761, 9025
12220, 12783, 20747, 23658, 40526, 66889, 43710, 20100, 13755
13543, 13399, 39302, 33680, 26209, 17423, 13064, 10472, 10760
13699, 12641, 27344, 24320, 30271, 13837, 11778, 10306, 11592
12093, 15053, 23848, 25702, 21717, 12573, 11066, 10126, 10638
10567, 11595, 23897, 21515, 26546, 20536, 10525, 11317, 11947
12468, 17849, 40610, 40267, 38270, 13485, 11611, 10412, 12454
13877, 15422, 40561, 35199, 37860, 18763, 16914, 11331, 10518
24146, 23418, 41932, 38203, 37573, 22146, 16079, 12490, 14362
16862, 18913, 44200, 40129, 43203, 16089, 14630, 10631, 16348
16945, 16342, 43279, 44081, 41641, 15942, 13576, 14755, 9957
18598, 19304, 40782, 39342, 37892, 15449, 13722, 10451, 13716
14408, 12251, 38257, 37404, 40016, 16175, 13984, 10571, 9665
10545, 16456, 38838, 32877, 34839, 29061, 12122, 10430, 12844
25207, 31776, 48856, 49482, 41805, 22958, 14183, 12881, 12932
22092, 19710, 45539, 44034, 42485, 12672, 18022, 12242, 10753
24425, 13055, 43770, 36537, 39995, 21147, 13377, 9579, 10551
13167, 15028, 43109, 36736, 34959, 16766, 13118, 9058, 11307
14036, 14192, 37728, 36884, 38287, 12233, 14663, 10156, 12432
16286, 19692, 41652, 42702, 42787, 13915, 13501, 10417, 11488
15921, 13301, 40023, 42112, 42223, 15737, 12927, 9202, 9412
13980, 13886, 37737, 36526, 27570, 25169, 12228, 10065, 11748
12967, 18100, 36712, 29568, 32093, 12393, 11074, 8383, 10934
10716, 12160, 38417, 36097, 33449, 15240, 14798, 11854, 10894
18511, 14643, 40710, 43138, 40218, 14219, 13468, 10379, 10058
10798, 12292, 43511, 36663, 30118, 14879, 13646, 10781, 9969
13202, 10849, 37720, 30181, 30757, 10697, 10899, 9436, 12219
16596, 14087, 37551, 37691, 35511, 12174, 12283, 8174, 8012
11940, 10743, 33379, 34894, 29484, 12736, 14733, 7972, 8904
11645, 12375, 31821, 33894, 34454, 14645, 12238, 8600, 8382
9756, 13736, 31270, 29760, 29929, 12875, 11236, 8458, 9893
12175, 30620, 41307, 32381, 35328, 20483, 14480, 83196, 9862
20867, 21981, 50443, 44939, 42851, 21582, 14647, 10970, 11823
18410, 14561, 40968, 44694, 39855, 20490, 16427, 10505, 13872
18460, 16233, 39358, 46291, 43491, 13014, 13507, 10611, 10899
14179, 12282, 39513, 40518, 37244, 14404, 12647, 8405, 8471
12043, 14660, 37041, 27907, 29362, 12775, 14348, 11627, 9975
11624, 10754, 36104, 28136, 30894, 12354, 11925, 8882, 9939
13553, 11728, 32287, 32635, 31499, 12467, 12160, 8629, 9726
14376, 14491, 34751, 34211, 33966, 14740, 13483, 8478, 8375
13437, 12191, 31271, 28232, 27993, 11087, 10961, 9425, 9808
9030, 14489, 30037, 29709, 28559, 10953, 12207, 8384, 8867
9301, 10475, 23907, 25615, 30714, 11722, 11300, 8579, 7671
10565, 12089, 31996, 25675, 28188, 13065, 11041, 9531, 8688
13808, 11678, 29029, 25678, 24171, 12362, 11893, 9119, 7733
9750, 11983, 33062, 26993, 24993, 17050, 14179, 9093, 11095
13449, 11477, 34502, 31458, 33377, 16776, 12675, 9520, 11457
16653, 13076, 36316, 31426, 36136, 12508, 11805, 11105, 9949
13550, 16609, 35060, 33738, 33347, 15725, 14533, 9632, 10704
12280, 12580, 36469, 33731, 31888, 13142, 12192, 9678, 8239
10882, 10893, 45858, 46502, 36137, 16870, 13806, 9485, 10725
13939, 14408, 39618, 34034, 34202, 14062, 16355, 11055, 13056
13300, 12867, 34992, 32675, 29615, 12037, 11462, 8186, 10270
11543, 11049, 36422, 30894, 29543, 10496, 12345, 8616, 9003
11605, 9587, 43687, 32054, 29214, 16956, 12902, 10672, 9174
13875, 14310, 34361, 36606, 36975, 18888, 13266, 8383, 9562
15921, 13459, 36919, 35468, 33729, 20894, 13351, 9462, 10232
14965, 16645, 41711, 40869, 39086, 14896, 15344, 9419, 11560
11895, 26241, 35783, 37991, 40672, 13550, 14759, 8860, 9126
14136, 11985, 39529, 36964, 31474, 14652, 14726, 9842, 11529
13777, 14690, 34907, 31139, 30585, 12772, 9706, 8704, 9900
10690, 11179, 30302, 24868, 28493, 13600, 11491, 8175, 8366
11045, 9884, 34109, 23877, 31847, 14173, 12491, 8533, 7695
10596, 11621, 33845, 25751, 28719, 15232, 10369, 8870, 8209
15364, 11096, 35855, 32965, 29071, 13494, 12527, 9481, 8496
9818, 11251, 32997, 26755, 27669, 10532, 12239, 8267, 9136
8998, 10530, 31582, 24365, 24870, 10644, 12261, 8509, 8661
9675, 10477, 30126, 27642, 36036, 12338, 12612, 7548, 8098
11982, 9517, 35213, 36829, 34552, 13169, 13313, 9609, 10436
10378, 12720, 39010, 37183, 31169, 15155, 11040, 10672, 13660
11890, 12187, 38686, 31658, 31142, 11733, 12390, 8138, 10229
11808, 12428, 30749, 30970, 27084, 13039, 9453, 8452, 10407
12481, 13296, 31879, 28425, 31000, 11138, 11700, 28162, 19726
25445, 12655, 40789, 37932, 37591, 14069, 12586, 10245, 10507
11028, 10858, 38097, 32280, 32759, 15334, 21901, 14109, 13665
19250, 10687, 43081, 28664, 29425, 12559, 12995, 8507, 12464
14381, 19056, 36236, 31626, 30279, 15381, 14211, 10477, 8758
11047, 12042, 33359, 32731, 32540, 13125, 13738, 10569, 12331
15886, 13323, 38594, 34262, 33415, 12398, 13714, 8362, 9048
12341, 11998, 32503, 27680, 34778, 26354, 14467, 9713, 12016
11718, 10907, 38330, 37677, 38455, 13427, 13760, 8913, 11981
14602, 15032, 38879, 33301, 36489, 30350, 18742, 10356, 17895
20361, 19870, 42884, 44396, 44013, 23450, 16804, 10172, 12986
13722, 14704, 37530, 35647, 34129, 15082, 12536, 10043, 12376
15732, 11744, 35440, 34899, 34966, 12912, 12169, 9086, 8805
14994, 13293, 35300, 33567, 30213, 14395, 12085, 8908, 10081
11097, 11619, 42901, 44737, 42410, 19972, 16383, 11193, 14067
17576, 23367, 40303, 36624, 37905, 26204, 15464, 11013, 14364
22012, 46514, 42044, 38261, 39479, 25017, 15315, 10492, 11588
18872, 19962, 41231, 41622, 38672, 17612, 14329, 10284, 11976
11958, 13075, 35846, 37390, 33511, 15801, 12980, 10577, 9652
11373, 10971, 34248, 29378, 31258, 16522, 13015, 9383, 9158
11258, 16064, 36450, 26048, 24075, 12959, 12810, 8873, 8975
10138, 10362, 30600, 25082, 22411, 11041, 10706, 9542, 8638
10986, 10931, 32103, 27017, 25285, 14844, 12686, 8587, 8520
10957, 10216, 34340, 29743, 32737, 13578, 11356, 8142, 8756
17856, 21023, 34592, 31951, 29331, 11835, 14639, 9273, 10343
9579, 12222, 36613, 25171, 24579, 14872, 11802, 8222, 7957
12337, 13534, 27616, 22869, 23958, 11103, 9121, 7969, 8680
9247, 11112, 17672, 19143, 17739, 11012, 9300, 8775, 8925
11027, 9391, 18373, 18877, 20075, 12859, 9490, 9487, 8207
9332, 9320, 20103, 20229, 19032, 10954, 10742, 8074, 8533
10585, 10780, 23837, 23631, 22801, 12294, 14911, 9287, 8746
13482, 11515, 23882, 22234, 24538, 14307, 12201, 9704, 9228
11153, 13251, 20511, 20354, 19967, 14122, 10244, 8950, 9534
11894, 10992, 20191, 20335, 20904, 14970, 8803, 9417, 8732
10731, 11302, 21179, 19478, 21923, 12737, 9282, 8873, 8166
13163, 10283, 19222, 20638, 18691, 13524, 10352, 8477, 17959
10945, 11038, 19587, 20147, 20235, 11958, 10009, 9512, 13898
12469, 11704, 18490, 19709, 19841, 10760, 9275, 8913, 8398
10013, 10816, 22631, 20676, 19493, 13567, 10474, 9546, 58256
23505, 11953, 22512, 20940, 20200, 11481, 12703, 9997, 8637
10176, 10981, 21995, 18621, 21025, 11821, 11671, 8716, 9238
10625, 10788, 20108, 21186, 21564, 11811, 9500, 8718, 9265
9824, 10295, 19243, 20898, 20525, 10753, 9825, 8418, 8744
10851, 11256, 20352, 20691, 19978, 10798, 9318, 8760, 8327
9833, 10694, 19608, 19577, 18784, 13859, 14190, 9244, 11956
13148, 11410, 22941, 23971, 23707, 16522, 13418, 10212, 10558
11972, 11224, 23899, 23596, 21711, 13081, 11096, 10136, 9973
15045, 14361, 26939, 32127, 27327, 17589, 12724, 11202, 11045
14864, 13834, 22651, 22568, 20816, 15373, 10577, 10483, 10300
10294, 11649, 21422, 19143, 21362, 11871, 10793, 10665, 43181
15484, 21365, 20215, 26088, 20173, 12542, 8967, 8957, 10285
10394, 11210, 21494, 19789, 19566, 10974, 10745, 9411, 12271
10311, 10474, 20819, 18791, 19436, 11899, 10085, 9879, 10105
12840, 11563, 18507, 18954, 21013, 11368, 9798, 9111, 8897
10389, 10565, 20168, 18383, 19599, 11006, 9317, 10335, 10401
9876, 10798, 21261, 20100, 23062, 13336, 9431, 9781, 14422
12660, 13337, 25993, 22264, 21690, 14483, 9336, 10587, 10038
10538, 12993, 20676, 19356, 21753, 11552, 10028, 9928, 10334
10920, 11602, 22906, 21178, 20091, 19191, 13944, 11528, 10891
16716, 21153, 39300, 23589, 24999, 13406, 13094, 10736, 10385
11013, 13120, 21102, 21039, 20133, 12977, 10150, 9276, 15040
18755, 13410, 21468, 23169, 22232, 12721, 11341, 10397, 51613
13039, 11033, 22091, 21877, 21132, 13568, 13728, 10114, 10291
11955, 11594, 21989, 21717, 21968, 15121, 11161, 9681, 9412
10945, 12384, 21647, 21001, 22024, 12265, 9568, 9318, 9059
10427, 15117, 20354, 21636, 22458, 11615, 10524, 8988, 8936
10077, 10873, 22866, 18583, 19825, 11266, 9497, 9222, 10543
11269, 12354, 20852, 19848, 25583, 16634, 8567, 9710, 8222
9460, 13151, 19546, 20107, 18622, 11126, 9446, 8728, 8657
10228, 11279, 18571, 21718, 20501, 12927, 10034, 9449, 8559
9517, 10974, 18295, 20115, 19766, 11199, 8586, 8969, 8925
9251, 10755, 20266, 19985, 19376, 12540, 10917, 8106, 8667
10330, 9270, 19282, 18720, 18628, 12411, 12364, 10258, 9158
10144, 17323, 21883, 20707, 20150, 11863, 11650, 10262, 8721
11758, 10388, 20753, 21009, 21272, 12243, 11971, 9156, 8861
11786, 11926, 21259, 20271, 20576, 11454, 9455, 9246, 8740
9566, 10186, 19659, 21466, 20792, 12080, 10954, 8362, 9829
14507, 12474, 24756, 24114, 21694, 12871, 9870, 8662, 10060
11769, 11642, 24920, 22478, 21059, 11685, 9426, 9609, 9793
10994, 10535, 20858, 19374, 20032, 11881, 9722, 10850, 8296
9667, 11205, 19899, 19942, 19894, 12967, 8665, 8746, 8613
9657, 10357, 20380, 20293, 20047, 12730, 10029, 8976, 8601
10163, 9972, 19545, 19457, 21198, 11247, 9255, 10653, 8215
11124, 10588, 20920, 19714, 20334, 11604, 9380, 8628, 8454
9772, 13809, 21795, 20291, 19642, 11971, 9685, 8673, 8889
9977, 9946, 21184, 20185, 21300, 11036, 9929, 9227, 8161
11039, 13652, 21601, 23015, 19608, 13573, 10186, 8703, 8641
9889, 10309, 20538, 61657, 25577, 12817, 10829, 11386, 12821
15164, 15703, 22934, 25316, 26550, 13618, 10703, 10997, 10269
12220, 13290, 23833, 22102, 21039, 13582, 11810, 11168, 13962
11325, 10889, 21643, 24135, 22395, 12427, 9833, 9936, 9576
10326, 11385, 24908, 20467, 22028, 12341, 9889, 10204, 10182
13782, 10569, 21992, 19615, 21558, 11275, 10399, 9589, 8903
10461, 10953, 19697, 21430, 22332, 12598, 9782, 9101, 9047
10663, 11631, 20655, 21747, 21181, 11539, 8964, 8623, 8370
9441, 10797, 19427, 19280, 20802, 11504, 9087, 9043, 8770
10923, 9307, 19772, 17552, 20171, 12213, 9354, 9230, 8613
12829, 12366, 21619, 19291, 18916, 10510, 9532, 8760, 8973
9409, 9962, 20043, 18619, 19127, 11985, 8551, 9139, 10097
9109, 12839, 20008, 18546, 18768, 12372, 11937, 9600, 8808
10646, 11111, 18970, 18584, 19561, 10814, 9524, 9860, 8372
9124, 9718, 19769, 16900, 19726, 12243, 9867, 8845, 8806
11868, 10940, 21459, 19538, 20073, 13074, 11668, 10345, 11340
13513, 12965, 24697, 23985, 31314, 15693, 11834, 11889, 11347
10394, 11846, 27600, 20172, 24024, 14159, 8798, 8692, 9839
12182, 15995, 21251, 20987, 24311, 11639, 11023, 10817, 10372
14603, 13748, 21879, 23603, 19708, 12682, 10754, 9670, 9114
12732, 13078, 23470, 19515, 21530, 11657, 9675, 8791, 9624
11353, 11836, 21132, 19979, 19980, 12737, 9975, 9172, 10062
11757, 12383, 21230, 22208, 20577, 12027, 10825, 9604, 9263
11319, 11155, 20539, 19625, 23289, 12708, 9069, 9002, 9092
10391, 11670, 21623, 33818, 76876, 19786, 10438, 10279, 10299
11493, 13788, 24436, 28932, 37884, 31400, 14320, 11514, 43340
19073, 24534, 26940, 30330, 26278, 25487, 15448, 14987, 11981
23270, 16221, 27924, 22864, 25194, 15218, 11969, 11632, 52304
13786, 16355, 30636, 30669, 30931, 32374, 15416, 13998, 17650
23358, 21218, 35189, 28923, 44656, 28498, 18245, 13624, 23280
22654, 23563, 38120, 35520, 35574, 43095, 20741, 14945, 45044
25231, 23070, 36777, 27019, 27929, 15016, 16602, 12504, 23136
26515, 18859, 35466, 33946, 32317, 49588, 47970, 14198, 19856
14684, 20558, 33488, 27874, 44220, 24046, 16654, 13444, 12591
14803, 17365, 28449, 28697, 28793, 21572, 12615, 13293, 11042
19902, 21531, 32987, 30532, 37952, 15003, 11213, 10842, 12400
15598, 29005, 28330, 33721, 36980, 26852, 23223, 13575, 12952
14677, 17700, 35308, 43513, 44460, 27756, 15729, 13309, 14693
15375, 27596, 31646, 27604, 21623, 15885, 16670, 13395, 12498
11472, 14771, 24459, 22841, 22597, 13508, 10950, 10874, 74567
14960, 14306, 28556, 29585, 32995, 14223, 11372, 12329, 14380
14217, 13577, 24731, 26783, 29117, 17246, 14879, 10870, 10126
15162, 19103, 29544, 23224, 26073, 15113, 12620, 12119, 11480
11850, 11590, 25045, 23900, 20853, 13567, 12782, 10448, 12383
11148, 11841, 28948, 23469, 24259, 16431, 12179, 12102, 12171
22263, 22445, 26075, 21780, 21782, 22899, 14846, 12559, 12623
14737, 14920, 39294, 35768, 34187, 18812, 14198, 12111, 12721
13989, 16856, 43649, 42219, 36441, 35317, 17504, 14222, 11486
14798, 21205, 47707, 42895, 44574, 16839, 15403, 12406, 13933
16305, 15113, 45546, 44289, 44092, 27491, 12813, 11097, 11350
10851, 18666, 43226, 40970, 42795, 13355, 14284, 12628, 12699
12124, 12407, 41156, 34896, 33162, 12997, 13205, 8821, 11269
11891, 12176, 37476, 28565, 29066, 13693, 10584, 9359, 9804
12511, 12680, 36269, 39571, 36392, 20044, 15490, 11075, 11275
12312, 18244, 42472, 42362, 42914, 17847, 20531, 18025, 10920
24183, 14504, 47146, 47029, 46497, 21212, 14063, 14716, 18122
23509, 25295, 48855, 44433, 41192, 15883, 13532, 10545, 11694
