Serial, mut_t1, mut_t2, mut_t4, mut_t8, rw_t1, rw_t2, rw_t4, rw_t8
61716, 56125, 71291, 59194, 52039, 53176, 65278, 49808, 44875
52532, 52045, 68084, 54563, 46910, 60248, 61057, 49746, 46095
47990, 50645, 59358, 43319, 40761, 50717, 55009, 45452, 46219
50582, 49195, 66498, 53193, 45167, 49251, 59603, 45992, 39070
104368, 83335, 85817, 65227, 62634, 58864, 66679, 46823, 42922
62074, 70598, 91490, 72752, 66851, 106493, 85932, 63602, 57862
62134, 62086, 80762, 56707, 41912, 56822, 61560, 46730, 47712
48544, 50706, 66303, 51872, 44113, 50650, 59790, 43659, 43089
64790, 59814, 73175, 59016, 51510, 53114, 60562, 45124, 46032
54507, 71042, 138151, 69785, 62601, 68923, 77239, 63211, 57871
65205, 61380, 88807, 69848, 65351, 70803, 67754, 49367, 48025
56928, 57002, 66250, 54253, 45232, 57431, 68269, 52246, 51430
56612, 62912, 70586, 52798, 54015, 55204, 58106, 44486, 46797
53681, 56923, 68375, 57999, 51120, 53041, 60142, 42404, 43746
52241, 49529, 79192, 52722, 41423, 50918, 54065, 44686, 45644
51003, 49429, 67963, 46709, 47395, 52990, 60991, 48492, 48949
57076, 65848, 75903, 61276, 52846, 57067, 64400, 51058, 48605
51073, 59077, 65934, 51281, 43182, 53043, 57307, 45948, 47537
50287, 54644, 66125, 56600, 43654, 52368, 61748, 44306, 44769
49767, 50548, 71948, 49584, 45850, 52180, 60446, 47332, 45218
49465, 49155, 64906, 53401, 46735, 62760, 67875, 53672, 50059
52742, 54105, 71407, 56447, 50004, 53335, 63608, 47489, 43255
56100, 55900, 67633, 50019, 61562, 69513, 65028, 50995, 48691
55555, 53174, 75222, 51964, 44909, 50290, 60413, 50115, 45524
70119, 64714, 76707, 61335, 45791, 69519, 68832, 56023, 51213
60092, 54029, 76478, 49952, 52004, 55454, 61235, 53040, 48157
52105, 50656, 66650, 53173, 42187, 51231, 59992, 48586, 46936
48381, 49566, 63701, 52540, 42270, 50295, 58783, 45852, 43276
47673, 48589, 71534, 41875, 43679, 50718, 57990, 46610, 43413
61271, 60508, 77462, 59866, 41607, 56513, 60858, 48673, 46223
52395, 49164, 65279, 44895, 40823, 49833, 58961, 48303, 43816
51328, 47398, 64512, 51181, 43125, 48247, 59471, 45694, 43994
48574, 48665, 71745, 52424, 48394, 48699, 56375, 39763, 39825
51584, 48413, 69740, 41953, 43674, 67533, 65834, 55571, 47916
50248, 52012, 67540, 51172, 57940, 50648, 57269, 54164, 43477
52183, 54695, 63784, 61976, 43527, 73709, 65768, 52803, 44966
51909, 53042, 68489, 52324, 44366, 50327, 57960, 45136, 45754
47063, 53016, 62748, 49599, 42554, 52655, 57067, 44781, 47267
56571, 55194, 76320, 51448, 38965, 57044, 61261, 45435, 40848
52269, 53473, 67245, 50584, 44238, 51373, 59408, 39393, 39983
49261, 51485, 69157, 48532, 44148, 51911, 60451, 46441, 40006
49013, 48777, 67418, 47307, 43306, 49451, 59805, 44994, 41742
48786, 48408, 63271, 54019, 49711, 68247, 64563, 51430, 47949
52152, 52927, 66936, 55605, 51127, 54344, 60580, 42204, 48531
50519, 51628, 68855, 58711, 50605, 62300, 64177, 50091, 45800
50943, 50912, 72307, 53025, 54899, 64884, 65391, 53419, 46416
52458, 57121, 65653, 50193, 43124, 69181, 67542, 55512, 49214
52676, 54192, 76415, 43995, 52171, 56957, 63457, 47901, 44724
54559, 54775, 71144, 54909, 46593, 98169, 63674, 55676, 49515
56357, 54423, 73241, 51532, 39901, 57321, 61780, 51000, 50074
51357, 53237, 64842, 48469, 42083, 51965, 55641, 47185, 43064
63180, 59809, 70644, 51171, 40990, 61605, 65167, 48168, 46562
53178, 51876, 66329, 51589, 42050, 53388, 57938, 47650, 49856
51538, 50616, 62809, 43473, 45355, 51563, 58499, 51135, 46416
51406, 49628, 70276, 48226, 44065, 48600, 54477, 42667, 43426
154719, 100363, 90256, 69797, 58858, 57585, 66763, 53808, 47339
53440, 53334, 65334, 52029, 43058, 52448, 58645, 48407, 44033
50881, 49834, 67443, 54224, 43388, 51513, 58410, 47933, 44425
50890, 51074, 61794, 42831, 50401, 51297, 57958, 40247, 41513
50351, 50883, 70653, 60521, 50492, 60365, 70259, 55627, 48302
53482, 55627, 70422, 61345, 41606, 57550, 63093, 46483, 48877
51681, 52129, 70334, 59758, 70968, 57702, 66012, 52296, 49582
56749, 53864, 67987, 56500, 52883, 51036, 59096, 43817, 46119
52130, 50551, 72393, 48799, 45086, 63394, 63756, 54263, 54007
66200, 61031, 79148, 65974, 44101, 55786, 63545, 45492, 46695
53747, 58549, 76387, 57294, 51617, 53328, 58592, 44016, 45693
51415, 52720, 65221, 46732, 43548, 49645, 58460, 44697, 47561
49566, 51929, 69793, 57131, 54235, 50761, 58922, 48678, 49312
52780, 58040, 76235, 66808, 44198, 55661, 62424, 50057, 48006
51310, 60161, 67835, 46465, 46890, 53316, 64460, 52301, 44079
54761, 56036, 64766, 51943, 39632, 51977, 58949, 48024, 49242
52645, 52080, 66692, 47332, 41204, 52043, 58459, 45727, 49424
50586, 50584, 76438, 62477, 55954, 62056, 66957, 44262, 45179
55319, 53434, 76537, 54321, 58699, 61970, 66802, 52889, 48936
52811, 51851, 70239, 56754, 42715, 52703, 60942, 45882, 44140
51897, 57284, 74222, 53857, 42560, 79112, 76048, 57744, 52634
76408, 84967, 102206, 102817, 79735, 89904, 96846, 78388, 74562
101487, 90480, 104994, 83619, 66888, 73515, 92075, 68445, 240804
99225, 76318, 101072, 77778, 69192, 91039, 97358, 69250, 67072
118243, 101591, 139061, 96669, 77947, 76648, 81052, 52334, 52471
70604, 69586, 90825, 66014, 52663, 65530, 68622, 60525, 52123
64532, 58424, 75062, 54178, 44200, 55806, 62749, 49399, 47693
51643, 52916, 65368, 49063, 41627, 53788, 57220, 46159, 51661
60881, 60036, 72120, 56858, 53071, 56443, 66098, 49304, 47383
54071, 51382, 68351, 53790, 50267, 55354, 62432, 48290, 50521
51798, 58560, 70602, 47010, 43545, 51601, 62296, 48725, 44724
50689, 52472, 72732, 53896, 46464, 52770, 59802, 45630, 40808
52144, 66298, 77378, 60440, 51327, 59916, 64931, 52258, 46220
54624, 57109, 70989, 56891, 43689, 108001, 76182, 54369, 52513
56173, 54692, 73820, 56733, 40839, 57852, 61563, 50116, 46862
55676, 51779, 73885, 48880, 55205, 54336, 60458, 49182, 49301
52213, 62284, 82069, 57979, 56310, 60927, 65811, 44399, 50861
54843, 52985, 73708, 54637, 43803, 56389, 65247, 52588, 48917
53489, 54851, 76112, 64915, 49716, 53150, 63341, 48355, 49364
50916, 50753, 72336, 48976, 43156, 54148, 61789, 46609, 45205
54280, 51409, 68395, 55831, 56753, 62073, 69706, 50812, 45510
60636, 51864, 75252, 49286, 50884, 60493, 62233, 49376, 47337
53303, 53806, 72653, 55194, 46174, 53794, 61808, 45970, 47157
48639, 55515, 67211, 53699, 49042, 59437, 62176, 48297, 46140
52057, 51679, 71880, 51170, 41162, 65774, 66147, 53099, 49326
62526, 62991, 78809, 65250, 50502, 62975, 67344, 52448, 50460
58322, 55309, 70296, 64683, 44851, 67551, 63598, 47112, 49363
92009, 67445, 84334, 60471, 49758, 58789, 63718, 52710, 45526
55755, 54171, 69801, 57382, 52088, 81620, 71554, 55800, 52744
76215, 72382, 181872, 73813, 63793, 59066, 68459, 50789, 51253
58674, 57779, 72321, 68010, 52187, 53298, 61841, 44432, 45302
49863, 52089, 70661, 49545, 49762, 54726, 59299, 50097, 47349
49235, 50844, 67525, 57767, 48850, 78322, 67835, 51322, 51419
55093, 54902, 70374, 47744, 43798, 54855, 61037, 45075, 47675
47497, 53645, 67277, 56447, 40416, 53655, 61068, 46005, 42072
50114, 52790, 70510, 48695, 46845, 50199, 63705, 49447, 45325
48369, 58084, 73123, 53056, 40651, 55075, 59331, 53887, 49132
54135, 55032, 72989, 51198, 42334, 54641, 64772, 52366, 47197
56642, 54077, 66306, 53124, 45014, 53373, 60026, 50721, 45725
50735, 50069, 66211, 50277, 42820, 51673, 63351, 51995, 61366
68859, 68115, 79818, 52926, 52691, 52942, 62734, 50763, 51291
64068, 60871, 73259, 55257, 52195, 63426, 63475, 50931, 49112
49676, 54465, 71287, 51710, 43970, 53605, 61836, 44940, 40928
55578, 54349, 69967, 51927, 50262, 52539, 56106, 46351, 52148
63324, 75417, 76045, 67998, 55426, 58352, 66182, 51667, 46717
57431, 60099, 72826, 61620, 45755, 54554, 64326, 48744, 47134
54576, 51941, 65657, 49024, 38678, 51741, 58479, 47596, 45326
49110, 50222, 65429, 45439, 47291, 49804, 56121, 44597, 46007
46765, 48138, 68620, 54046, 45445, 49965, 57157, 48119, 40965
49060, 48679, 67490, 45367, 47185, 61901, 62876, 53184, 47507
52811, 53045, 66802, 49930, 46002, 51423, 58116, 44340, 45814
47229, 49729, 67380, 51914, 39042, 48519, 55524, 47557, 46632
45712, 51631, 60524, 58358, 40145, 52153, 57381, 45935, 47083
92635, 55321, 68186, 52715, 41907, 52170, 59479, 49630, 47046
61057, 55860, 71138, 55914, 47476, 53136, 59880, 51625, 46113
49260, 49279, 59994, 50989, 44727, 49790, 58459, 49480, 46867
46544, 49388, 63814, 46355, 40716, 50508, 57475, 44666, 42705
51270, 48486, 67444, 41356, 34722, 51311, 55719, 45714, 39085
46520, 50664, 60970, 43996, 43999, 65526, 62134, 51702, 49402
52530, 50789, 65933, 55703, 42744, 52010, 56819, 42609, 42527
49901, 51077, 63920, 41408, 44657, 52737, 53948, 43249, 43701
49444, 49118, 65661, 51949, 42707, 50618, 62466, 51301, 46865
47744, 56231, 63715, 48983, 45812, 64139, 58847, 48621, 45317
55876, 65846, 70241, 51968, 44364, 52048, 56581, 44320, 45154
48018, 53528, 63647, 55857, 41479, 64347, 59506, 51644, 44045
49251, 51181, 69568, 47369, 45248, 55385, 63125, 49033, 44311
51061, 51086, 72299, 63345, 45004, 53749, 63787, 57948, 59174
53612, 65926, 79853, 70588, 49249, 54831, 63517, 51277, 47133
50342, 52199, 65570, 46516, 40684, 51084, 57473, 40013, 42061
49806, 53529, 65215, 55447, 42155, 52241, 55829, 48539, 45626
52147, 61136, 67286, 50032, 42701, 51087, 58787, 48801, 40091
47740, 49711, 63990, 54768, 46536, 62136, 60926, 51010, 44406
51596, 54714, 70136, 48387, 46534, 53135, 59469, 42644, 45439
48124, 50003, 66025, 53809, 37248, 50469, 57550, 47712, 43405
49313, 49103, 66346, 61099, 45985, 53568, 61871, 44568, 40128
52727, 48668, 63315, 42892, 40778, 51876, 58102, 46675, 43703
57535, 58403, 73333, 58700, 45041, 58392, 63473, 48587, 47230
50334, 53273, 65172, 59608, 41717, 51069, 58615, 44856, 45150
50602, 57806, 67923, 64499, 38310, 51882, 58171, 48286, 49272
51373, 50931, 64424, 46141, 39963, 50475, 58161, 45483, 41018
47421, 54709, 63976, 47290, 44962, 64446, 64975, 50844, 49944
74572, 69111, 77988, 61663, 47624, 56809, 59268, 43902, 43959
50444, 51194, 65141, 52049, 43578, 54289, 55723, 42485, 45414
46265, 46942, 66200, 53384, 42586, 51025, 58492, 42528, 44482
62461, 51562, 69336, 50174, 45202, 56475, 59996, 52102, 49409
71551, 69413, 75983, 56259, 56539, 54032, 62842, 45191, 48313
53907, 51193, 68280, 56940, 41614, 56039, 59781, 48245, 45314
49386, 77671, 144261, 54964, 43653, 71058, 65082, 49429, 49128
49190, 51049, 72418, 54184, 47599, 53723, 57943, 43232, 47006
56539, 67201, 71958, 53172, 41733, 59106, 60606, 52874, 47517
50010, 57211, 72546, 54110, 47652, 52410, 57063, 48696, 45362
49641, 50177, 63046, 43754, 42364, 48702, 57975, 45156, 46828
45549, 48663, 62566, 60820, 49167, 50915, 52890, 49274, 46437
46653, 48085, 66712, 53103, 52211, 62482, 63136, 49696, 41925
51255, 118541, 75478, 57333, 57048, 56585, 63892, 46313, 47827
50323, 52888, 63884, 48462, 38261, 53854, 58598, 45068, 48105
47794, 52387, 61350, 48166, 41833, 50539, 55406, 46658, 47258
47790, 49624, 61804, 50892, 43562, 50767, 56790, 50210, 46168
53847, 52852, 68091, 59226, 42968, 65426, 61969, 45106, 45890
50901, 52107, 62717, 43535, 52321, 51788, 57393, 42607, 41489
48513, 51606, 69005, 44216, 37054, 50121, 52847, 46004, 43123
46770, 47681, 62041, 50439, 37452, 48641, 53775, 43716, 46095
45599, 48327, 61775, 57046, 57500, 64570, 63728, 44927, 45552
53436, 50510, 66226, 47883, 40728, 68736, 62048, 43498, 44768
63541, 69030, 77236, 59218, 52674, 50762, 61255, 45480, 48276
61572, 58457, 74238, 57785, 52449, 56353, 62038, 51388, 47413
53521, 54418, 68029, 54804, 52819, 63325, 66228, 51676, 50162
52766, 54418, 67821, 50925, 41837, 54220, 60590, 57311, 52550
53449, 56902, 80064, 55010, 40706, 52836, 58216, 41877, 39108
51870, 51084, 70115, 49420, 39859, 53804, 61510, 46782, 40119
53279, 52488, 63589, 53967, 44861, 52615, 59668, 47167, 46300
60081, 59616, 70209, 47938, 40059, 55458, 63789, 53053, 49084
50349, 50709, 65882, 49068, 41269, 50881, 59535, 50989, 42651
51356, 50430, 69506, 56578, 55302, 50999, 56309, 42818, 47000
50653, 53166, 70882, 47054, 49143, 52970, 60650, 48157, 46607
50387, 65899, 76139, 56015, 53196, 58059, 65758, 50509, 45135
51034, 53144, 68172, 52763, 46171, 53450, 56228, 44864, 44583
48505, 57836, 72054, 43814, 42257, 50544, 53313, 41297, 46914
49825, 49918, 74384, 49428, 37577, 62343, 59047, 47232, 44104
50611, 51315, 68955, 51765, 56816, 67235, 67482, 55559, 48954
54060, 56358, 74533, 57449, 45646, 55458, 58302, 47628, 48753
104781, 56055, 74484, 48859, 43500, 53668, 65259, 49240, 48527
50418, 58208, 70803, 64827, 44474, 59026, 60467, 48463, 42664
51711, 52004, 67475, 54531, 43452, 54301, 62070, 51236, 47071
58781, 56257, 76341, 51155, 49275, 55474, 64343, 51997, 47869
65275, 55973, 72287, 62295, 45248, 54460, 63332, 48761, 47210
52874, 53663, 72330, 52585, 44458, 55610, 60185, 46967, 43710
53408, 52881, 66433, 48743, 46619, 52491, 62112, 47290, 43153
58335, 59994, 71660, 56162, 49556, 55241, 60526, 51861, 47533
54350, 52372, 71070, 46644, 45742, 51651, 59310, 46304, 47635
48548, 49578, 65649, 51923, 44787, 51261, 59424, 45956, 44800
54445, 54287, 68786, 51128, 39285, 53045, 60555, 47990, 40864
54255, 52999, 68608, 66765, 49902, 64358, 65717, 48193, 47386
52306, 52819, 67761, 46428, 45513, 54000, 59275, 56875, 54834
55576, 54798, 70910, 53364, 42025, 54535, 67997, 61302, 61937
69979, 75292, 91551, 82557, 70939, 68208, 95395, 73746, 67010
234008, 196775, 108920, 66369, 59456, 65058, 72692, 49368, 48841
56958, 55505, 75837, 53113, 48546, 58592, 64263, 47488, 46051
54863, 54970, 77782, 50727, 43509, 54701, 61345, 50957, 47752
57227, 53399, 78872, 58679, 59251, 78243, 72354, 55713, 50183
71235, 74241, 76638, 64233, 55012, 55140, 63137, 49277, 40163
49756, 51013, 71892, 57042, 49759, 50874, 53861, 44581, 42137
46747, 47506, 61776, 42208, 38495, 62540, 59521, 49797, 47096
67665, 65754, 74163, 57159, 50559, 51503, 57236, 40605, 39550
48758, 47758, 59255, 54618, 51686, 58831, 61940, 50992, 46071
83510, 66601, 76093, 57404, 47489, 52241, 58811, 48141, 37417
61076, 50347, 66940, 57285, 45260, 58700, 61636, 52427, 42138
54192, 49236, 63231, 40074, 41750, 60666, 57326, 44528, 42745
59447, 52943, 70000, 53165, 53182, 85140, 75219, 53420, 49239
55874, 56125, 53439, 44163, 35889, 55225, 49214, 35053, 32586
56137, 50706, 51105, 36932, 38515, 53261, 50603, 37711, 32307
54855, 52176, 59062, 41773, 33189, 54261, 48169, 37873, 31713
51257, 57860, 65632, 44529, 37618, 54178, 48459, 35204, 31177
49009, 50270, 52593, 43722, 34523, 56275, 49755, 38864, 32768
50833, 54251, 52199, 47296, 38515, 59647, 50055, 40108, 35218
55238, 57749, 54311, 47094, 35196, 56718, 50323, 37180, 32726
51489, 62510, 59274, 54388, 40979, 57380, 51796, 42339, 33820
53301, 56109, 62237, 68967, 52112, 58242, 53252, 41841, 34327
64573, 66001, 55518, 42708, 38073, 59399, 49458, 38937, 34436
53236, 57373, 57419, 36655, 33636, 53897, 46358, 38224, 31621
51309, 52210, 53284, 45288, 33618, 51535, 46971, 35408, 30295
49078, 48806, 49128, 37813, 42025, 52086, 48084, 36527, 32128
57642, 53365, 67120, 43820, 34712, 53521, 54888, 50712, 43094
82478, 111229, 91161, 61189, 44979, 75490, 57729, 44884, 38975
67447, 82802, 75402, 62694, 50345, 80325, 64188, 50954, 41146
67555, 65508, 118488, 86794, 97586, 110434, 83897, 92024, 108838
148014, 154174, 126459, 96504, 76098, 73452, 63461, 48341, 40323
68636, 64742, 73039, 53726, 50749, 73709, 59259, 44696, 36825
65803, 62479, 61665, 42331, 38144, 58483, 50801, 40419, 32035
52829, 52097, 57495, 41933, 43642, 52152, 46918, 35432, 31150
48472, 54784, 51102, 39823, 44002, 55623, 62360, 52470, 50240
59958, 58685, 73054, 56413, 49626, 55011, 60616, 61970, 51202
60409, 63501, 79787, 55609, 45085, 63315, 65618, 51421, 46418
55070, 52327, 69351, 49697, 41754, 53587, 62741, 48147, 45454
52802, 55762, 74449, 57446, 58891, 53861, 65207, 52499, 49765
58505, 59476, 76270, 54809, 52355, 56657, 65840, 49887, 47528
62387, 55307, 69016, 50491, 37963, 49427, 56724, 45414, 42011
46322, 47368, 60267, 50204, 79654, 160131, 87584, 64613, 51773
63681, 59495, 75346, 66135, 45145, 62709, 66254, 56396, 51687
56719, 59822, 85385, 71163, 57741, 65300, 69139, 50483, 46441
56600, 61430, 82763, 60716, 60489, 67307, 68413, 53050, 45134
63940, 73491, 84806, 61467, 57442, 74130, 85256, 65726, 56393
77810, 72331, 110472, 75059, 70301, 73871, 76697, 53004, 49443
56351, 55147, 78262, 56645, 48238, 61571, 71178, 52625, 40074
67619, 55954, 71959, 52176, 50456, 52721, 62069, 52516, 50002
51475, 50509, 82526, 70628, 58160, 57680, 67336, 55649, 50041
63603, 77145, 98497, 78579, 67763, 412390, 99471, 79500, 68606
94572, 78612, 103491, 79566, 71377, 83967, 87946, 70959, 61521
78347, 71495, 95372, 75595, 70895, 79964, 75204, 60410, 55723
78440, 76139, 92385, 74008, 59241, 83606, 86043, 64938, 55224
